ID RUTA,Mes,Año,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compañia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito
,Diciembre,2014,JC,SP,TLAJOMULCO DE ZUNIGA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$10,875.00",22,2.55,$13.94,6
,Diciembre,2014,PL,SP,CUAUTLANCINGO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$11,600.00",22,2.55,$13.94,10
,Diciembre,2014,QO,SP,EL MARQUES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,640.00",22,2.55,$13.94,4
,Diciembre,2014,TM,SP,NUEVO LAREDO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$11,817.50",22,2.55,$13.94,15
,Diciembre,2014,CH,SP,CHIHUAHUA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$26,100.00",22,2.55,$13.94,24
,Diciembre,2014,HG,SP,PACHUCA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$13,775.00",22,2.55,$13.94,7
,Diciembre,2014,SR,SP,HERMOSILLO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$50,750.00",22,2.55,$13.94,48
,Diciembre,2014,VZ,SP,VERACRUZ,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$18,125.00",22,2.55,$13.94,18
,Diciembre,2014,ZS,SP,FRESNILLO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$9,425.00",22,2.55,$13.94,4
,Diciembre,2014,AG,SP,AGUASCALIENTES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,090.00",22,2.55,$13.94,4
,Diciembre,2014,NL,SP,APODACA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$15,950.00",22,2.55,$13.94,9
,Diciembre,2014,TM,SP,REYNOSA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$34,075.00",22,2.55,$13.94,12
,Diciembre,2014,EM,SP,TOLUCA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,470.00",22,2.55,$13.94,5
,Diciembre,2014,GT,SP,SILAO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,800.00",22,2.55,$13.94,4
,Diciembre,2014,JC,SP,TLAJOMULCO DE ZUNIGA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$15,660.00",22,2.55,$13.94,6
,Diciembre,2014,PL,SP,CUAUTLANCINGO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$15,950.00",22,2.55,$13.94,10
,Diciembre,2014,QO,SP,EL MARQUES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,800.00",22,2.55,$13.94,4
,Diciembre,2014,TM,SP,NUEVO LAREDO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$21,750.00",22,2.55,$13.94,15
,Diciembre,2014,CO,TM,ARTEAGA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$9,860.00",22,2.55,$13.94,6
,Diciembre,2014,MS,NL,AYALA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$34,075.00",22,2.55,$13.94,24
,Diciembre,2014,CH,CO,CIUDAD JUAREZ,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$26,100.00",22,2.55,$13.94,24
,Diciembre,2014,GT,TM,CELAYA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,360.00",22,2.55,$13.94,22
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,525.00",22,2.55,$13.94,6
,Diciembre,2014,CH,CO,CHIHUAHUA,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$20,300.00",22,2.55,$13.94,18
,Diciembre,2014,CH,GT,CHIHUAHUA,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$41,325.00",22,2.55,$13.94,24
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$10,150.00",22,2.55,$13.94,6
,Diciembre,2014,GT,TM,CORTAZAR,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$23,925.00",22,2.55,$13.94,20
,Diciembre,2014,PL,TM,CUAUTLANCINGO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$18,850.00",22,2.55,$13.94,20
,Diciembre,2014,PL,TM,CUAUTLANCINGO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$34,075.00",22,2.55,$13.94,20
,Diciembre,2014,PL,TM,CUAUTLANCINGO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$34,452.00",22,2.55,$13.94,20
,Diciembre,2014,PL,TM,CUAUTLANCINGO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$34,800.00",22,2.55,$13.94,20
,Diciembre,2014,CH,GT,CIUDAD JUAREZ,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$43,500.00",22,2.55,$13.94,30
,Diciembre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,017.00",22,2.55,$13.94,6
,Diciembre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,640.00",22,2.55,$13.94,6
,Diciembre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$10,295.00",22,2.55,$13.94,6
,Diciembre,2014,TM,GT,NUEVO LAREDO,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$13,050.00",22,2.55,$13.94,20
,Diciembre,2014,TM,GT,NUEVO LAREDO,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$23,200.00",22,2.55,$13.94,20
,Diciembre,2014,TM,SP,NUEVO LAREDO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$18,632.50",22,2.55,$13.94,15
,Diciembre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,905.00",22,2.55,$13.94,16
,Diciembre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$23,925.00",22,2.55,$13.94,16
,Diciembre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,650.00",22,2.55,$13.94,16
,Diciembre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$23,925.00",22,2.55,$13.94,16
,Diciembre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,785.00",22,2.55,$13.94,6
,Diciembre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,162.00",22,2.55,$13.94,6
,Diciembre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,539.00",22,2.55,$13.94,6
,Diciembre,2014,CO,TM,SALTILLO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$9,947.00",22,2.55,$13.94,6
,Diciembre,2014,CO,TM,SALTILLO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,684.00",22,2.55,$13.94,6
,Diciembre,2014,CO,TM,SALTILLO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$10,614.00",22,2.55,$13.94,6
,Diciembre,2014,QO,TM,SAN JUAN DEL RIO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$23,577.00",22,2.55,$13.94,16
,Diciembre,2014,QO,TM,SAN JUAN DEL RIO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$23,200.00",22,2.55,$13.94,16
,Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$19,009.50",22,2.55,$13.94,16
,Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$10,440.00",22,2.55,$13.94,16
,Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$19,009.50",22,2.55,$13.94,16
,Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$20,880.00",22,2.55,$13.94,16
,Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$18,632.50",22,2.55,$13.94,16
,Diciembre,2014,NL,TM,SANTA CATARINA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,017.00",22,2.55,$13.94,4
,Diciembre,2014,GT,TM,SILAO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,905.00",22,2.55,$13.94,20
,Diciembre,2014,GT,TM,SILAO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,244.00",22,2.55,$13.94,20
,Diciembre,2014,GT,TM,SILAO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$23,200.00",22,2.55,$13.94,20
,Diciembre,2014,GT,TM,SILAO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,853.00",22,2.55,$13.94,20
,Diciembre,2014,GT,TM,SILAO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,905.00",22,2.55,$13.94,20
,Diciembre,2014,EM,TM, TENANGO DEL VALLE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$15,225.00",22,2.55,$13.94,24
,Diciembre,2014,EM,TM, TENANGO DEL VALLE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$30,450.00",22,2.55,$13.94,24
,Diciembre,2014,TL,TM,TETLA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$18,850.00",22,2.55,$13.94,24
,Diciembre,2014,EM,TM,TOLUCA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$28,855.00",22,2.55,$13.94,24
,Diciembre,2014,CO,TM,TORREON,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$18,632.50",22,2.55,$13.94,10
,Diciembre,2014,SP,TM,VILLA DE REYES,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$18,632.50",22,2.55,$13.94,16
,Diciembre,2014,EM,GT,TULTITLAN,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$16,528.78",22,2.55,$13.94,6
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,374.71",22,2.55,$13.94,3
,Diciembre,2014,QO,GT,QUERETARO,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,018.58",22,2.55,$13.94,5
,Diciembre,2014,GT,GT,CELAYA,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$3,615.36",22,2.55,$13.94,2
,Diciembre,2014,QO,GT,SAN JUAN DEL RIO,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$9,611.11",22,2.55,$13.94,6
,Diciembre,2014,EM,GT,TOLUCA,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,993.02",22,2.55,$13.94,6
,Diciembre,2014,SP,SP,VILLA DE REYES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,547.60",22,2.55,$13.94,1
,Diciembre,2014,SP,NL,SAN LUIS POTOSI,COLOMBIA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$11,232.00",22,2.55,$13.94,16
,Diciembre,2014,QO,GT,QUERETARO,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$7,778.58",22,2.55,$13.94,5
,Diciembre,2014,GT,GT,CELAYA,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,061.36",22,2.55,$13.94,2
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,290.71",22,2.55,$13.94,3
,Diciembre,2014,SP,GT,VILLA DE REYES,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,352.83",22,2.55,$13.94,4
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,072.31",22,2.55,$13.94,3
,Diciembre,2014,MS,TM,CUAUTLA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$35,095.68",22,2.55,$13.94,25
,Diciembre,2014,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$17,760.00",22,2.55,$13.94,10
,Diciembre,2014,DF,CO,COYOACAN,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$21,600.00",22,2.55,$13.94,18
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$4,320.00",22,2.55,$13.94,1
,Diciembre,2014,SP,SP,VILLA DE REYES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$3,240.00",22,2.55,$13.94,1
,Diciembre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,739.20",22,2.55,$13.94,6
,Diciembre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$29,376.00",22,2.55,$13.94,16
,Diciembre,2014,TM,NL,NUEVO LAREDO,SANTA CATARINA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,702.40",22,2.55,$13.94,4
,Diciembre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$15,240.00",22,2.55,$13.94,12
,Diciembre,2014,GT,AG,CELAYA,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,515.20",22,2.55,$13.94,4
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$3,006.11",22,2.55,$13.94,1
,Diciembre,2014,CO,CO,SALTILLO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,011.99",22,2.55,$13.94,1
,Diciembre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$11,836.80",22,2.55,$13.94,15
,Diciembre,2014,QO,SP,QUERETARO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$8,500.00",22,2.55,$13.94,4
,Diciembre,2014,JC,TM,EL SALTO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$23,328.00",22,2.55,$13.94,20
,Diciembre,2014,SP,CO,SAN LUIS POTOSI,NAVA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$25,200.00",22,2.55,$13.94,17
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,834.86",22,2.55,$13.94,3
,Diciembre,2014,SP,SP,VILLA DE REYES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$4,024.27",22,2.55,$13.94,1
,Diciembre,2014,CO,CO,ARTEAGA,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,400.00",22,2.55,$13.94,1
,Diciembre,2014,CO,NL,RAMOS ARIZPE,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$3,720.00",22,2.55,$13.94,2
,Diciembre,2014,CH,GT,CIUDAD JUAREZ,SALAMANCA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$41,148.00",22,2.55,$13.94,30
,Diciembre,2014,QO,EM,QUERETARO,TOLUCA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,034.23",22,2.55,$13.94,4
,Diciembre,2014,GT,TM,SILAO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$28,052.35",22,2.55,$13.94,20
,Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,331.25",22,2.55,$13.94,16
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,980.00",22,2.55,$13.94,1
,Diciembre,2014,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$16,236.00",22,2.55,$13.94,10
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,548.00",22,2.55,$13.94,1
,Diciembre,2014,QO,GT,QUERETARO,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,423.22",22,2.55,$13.94,5
,Diciembre,2014,SR,CO,GUAYMAS,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$30,866.57",22,2.55,$13.94,48
,Diciembre,2014,PL,QO,CUAUTLANCINGO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$8,956.45",22,2.55,$13.94,6
,Diciembre,2014,CO,CO,TORREON,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$7,945.32",22,2.55,$13.94,3
,Diciembre,2014,SP,CO,SAN LUIS POTOSI,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$10,142.71",22,2.55,$13.94,5
,Diciembre,2014,CH,CO,CHIHUAHUA,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$20,400.50",22,2.55,$13.94,10
,Diciembre,2014,CH,CO,CIUDAD JUAREZ,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$28,280.96",22,2.55,$13.94,12
,Diciembre,2014,EM,QO,TOLUCA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,418.26",22,2.55,$13.94,3
,Diciembre,2014,CO,CO,SALTILLO,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,728.00",22,2.55,$13.94,1
,Diciembre,2014,CO,CO,CIUDAD ACUÑA,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$13,873.08",22,2.55,$13.94,4
,Diciembre,2014,SP,QO,SAN LUIS POTOSI,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,432.79",22,2.55,$13.94,3
,Diciembre,2014,SR,CO,NOGALES,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$34,619.89",22,2.55,$13.94,48
,Diciembre,2014,PL,QO,PUEBLA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$8,986.37",22,2.55,$13.94,6
,Diciembre,2014,QO,QO,SANTA ROSA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$2,799.92",22,2.55,$13.94,1
,Diciembre,2014,GT,QO,CELAYA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$2,454.13",22,2.55,$13.94,2
,Diciembre,2014,NL,CO,APODACA,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,101.45",22,2.55,$13.94,2
,Diciembre,2014,EM,QO,LERMA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$7,324.89",22,2.55,$13.94,3
,Diciembre,2014,EM,QO,ATIZAPAN,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,752.15",22,2.55,$13.94,3
,Diciembre,2014,CO,CO,RAMOS ARIZPE,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,182.70",22,2.55,$13.94,1
,Diciembre,2014,QO,QO,QUERETARO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$2,194.56",22,2.55,$13.94,1
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$9,851.99",22,2.55,$13.94,6
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,136.10",22,2.55,$13.94,6
,Diciembre,2014,CH,SR,CIUDAD JUAREZ,HERMOSILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$25,920.00",22,2.55,$13.94,18
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,923.20",22,2.55,$13.94,6
,Diciembre,2014,SR,CH,GUAYMAS,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$26,784.00",22,2.55,$13.94,18
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$10,454.40",22,2.55,$13.94,6
,Diciembre,2014,CH,CH,DELICIAS,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,441.60",22,2.55,$13.94,7
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$13,015.91",22,2.55,$13.94,6
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,268.80",22,2.55,$13.94,6
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,944.77",22,2.55,$13.94,6
